,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
408,EPIC 206026136,2MASS J22504600-1404116,EPIC 206026136.01,K2-57 b,342.691712,0.0,22h50m46.01s,-14.069885999999999,0.0,-14d04m11.6s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,4434.0,61.0,-61.0,0.0,4.68,0.05,-0.05,0.0,,,,,,0.62,0.05,-0.05,0.0,,,,,14.100999999999999,,0.0,15.679,0.04,0.0,14.501,0.05,0.0,,,,15.145,0.04,0.0,14.037,0.01,0.0,13.654000000000002,0.01,0.0,,,,12.35,0.024,0.0,11.761,0.021,0.0,11.645,0.023,0.0,11.585999999999999,0.023,0.0,11.639000000000001,0.021,0.0,11.505999999999998,0.217,0.0,8.579,,-1.0,1.178,0.064,0.0,0.589,0.032,0.0,0.11599999999999999,0.031,0.0,0.705,0.033,0.0,0.00045999999999999996,0.0,9.0063,0.0013,-0.0013,0,2456984.336,0.048,-0.048,0,,,,,0.0954,0.18,-0.18,0.0,,,,,,,,,,,,,3.08,0.28,-0.28,0.0,0.187,0.022000000000000002,-0.022000000000000002,0.0,2.1,0.25,-0.25,0.0,,,,,1
409,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.01,K2-58 b,333.821819,0.0,22h15m17.24s,-14.049807999999999,0.0,-14d02m59.3s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5413.0,255.0,-255.0,0.0,4.52,0.07,-0.07,0.0,,,,,,0.86,0.1,-0.1,0.0,,,,,12.15,,0.0,13.317,0.02,0.0,12.378,0.03,0.0,,,,12.808,0.04,0.0,12.072000000000001,0.03,0.0,11.868,0.11,0.0,,,,10.765,0.022000000000000002,0.0,10.314,0.023,0.0,10.215,0.021,0.0,10.19,0.024,0.0,10.257,0.02,0.0,10.177,0.063,0.0,9.11,,-1.0,0.9390000000000001,0.036000000000000004,0.0,0.451,0.032,0.0,0.099,0.031,0.0,0.55,0.03,0.0,0.00011,0.0,7.05254,0.00032,-0.00032,0,2456986.9763,0.0015,-0.0015,0,,,,,0.07912999999999999,0.077,-0.077,0.0,,,,,,,,,,,,,2.8,0.22,-0.22,0.0,0.239,0.033,-0.033,0.0,2.68,0.37,-0.37,0.0,,,,,1
410,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.02,K2-58 c,333.821819,0.0,22h15m17.24s,-14.049807999999999,0.0,-14d02m59.3s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5413.0,255.0,-255.0,0.0,4.52,0.07,-0.07,0.0,,,,,,0.86,0.1,-0.1,0.0,,,,,12.15,,0.0,13.317,0.02,0.0,12.378,0.03,0.0,,,,12.808,0.04,0.0,12.072000000000001,0.03,0.0,11.868,0.11,0.0,,,,10.765,0.022000000000000002,0.0,10.314,0.023,0.0,10.215,0.021,0.0,10.19,0.024,0.0,10.257,0.02,0.0,10.177,0.063,0.0,9.11,,-1.0,0.9390000000000001,0.036000000000000004,0.0,0.451,0.032,0.0,0.099,0.031,0.0,0.55,0.03,0.0,6.6e-07,0.0,2.53726,0.00017,-0.00017,0,2456982.12,0.23,-0.23,0,,,,,0.08317000000000001,0.082,-0.082,0.0,,,,,,,,,,,,,1.69,0.13,-0.13,0.0,0.145,0.021,-0.021,0.0,1.62,0.23,-0.23,0.0,,,,,1
411,EPIC 206026904,2MASS J22151722-1402593,EPIC 206026904.03,K2-58 d,333.821819,0.0,22h15m17.24s,-14.049807999999999,0.0,-14d02m59.3s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5413.0,255.0,-255.0,0.0,4.52,0.07,-0.07,0.0,,,,,,0.86,0.1,-0.1,0.0,,,,,12.15,,0.0,13.317,0.02,0.0,12.378,0.03,0.0,,,,12.808,0.04,0.0,12.072000000000001,0.03,0.0,11.868,0.11,0.0,,,,10.765,0.022000000000000002,0.0,10.314,0.023,0.0,10.215,0.021,0.0,10.19,0.024,0.0,10.257,0.02,0.0,10.177,0.063,0.0,9.11,,-1.0,0.9390000000000001,0.036000000000000004,0.0,0.451,0.032,0.0,0.099,0.031,0.0,0.55,0.03,0.0,5.2000000000000004e-05,0.0,22.8827,0.004,-0.004,0,2456998.0703,0.0052,-0.0052,0,,,,,0.1333,0.22,-0.22,0.0,,,,,,,,,,,,,1.8,0.16,-0.16,0.0,0.153,0.022000000000000002,-0.022000000000000002,0.0,1.71,0.25,-0.25,0.0,,,,,1
412,EPIC 206027655,2MASS J22354616-1401398,EPIC 206027655.01,K2-59 b,338.942343,0.0,22h35m46.16s,-14.027745000000001,0.0,-14d01m39.9s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5055.0,93.0,-93.0,0.0,4.59,0.05,-0.05,0.0,,,,,,0.73,0.07,-0.07,0.0,,,,,13.869000000000002,,0.0,15.129000000000001,0.04,0.0,14.225999999999999,0.03,0.0,,,,14.647,0.01,0.0,13.904000000000002,0.01,0.0,13.536,0.09,0.0,,,,12.454,0.023,0.0,11.981,0.021,0.0,11.838,0.023,0.0,11.799000000000001,0.022000000000000002,0.0,11.86,0.022000000000000002,0.0,11.762,0.302,0.0,8.895,,-1.0,0.903,0.05,0.0,0.473,0.031,0.0,0.14300000000000002,0.031,0.0,0.616,0.033,0.0,0.0005,0.0,20.6921,0.0033,-0.0033,0,2456987.0603,0.0043,-0.0043,0,,,,,0.115,0.18,-0.18,0.0,,,,,,,,,,,,,2.99,0.25,-0.25,0.0,0.215,0.027999999999999997,-0.027999999999999997,0.0,2.41,0.31,-0.31,0.0,,,,,1
413,EPIC 206027655,2MASS J22354616-1401398,EPIC 206027655.02,K2-59 c,338.942343,0.0,22h35m46.16s,-14.027745000000001,0.0,-14d01m39.9s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5055.0,93.0,-93.0,0.0,4.59,0.05,-0.05,0.0,,,,,,0.73,0.07,-0.07,0.0,,,,,13.869000000000002,,0.0,15.129000000000001,0.04,0.0,14.225999999999999,0.03,0.0,,,,14.647,0.01,0.0,13.904000000000002,0.01,0.0,13.536,0.09,0.0,,,,12.454,0.023,0.0,11.981,0.021,0.0,11.838,0.023,0.0,11.799000000000001,0.022000000000000002,0.0,11.86,0.022000000000000002,0.0,11.762,0.302,0.0,8.895,,-1.0,0.903,0.05,0.0,0.473,0.031,0.0,0.14300000000000002,0.031,0.0,0.616,0.033,0.0,0.00063,0.0,11.2954,0.001,-0.001,0,2456986.7095,0.0029,-0.0029,0,,,,,0.0729,0.12,-0.12,0.0,,,,,,,,,,,,,2.86,0.23,-0.23,0.0,0.205,0.026000000000000002,-0.026000000000000002,0.0,2.3,0.29,-0.29,0.0,,,,,1
414,EPIC 206028176,2MASS J22011206-1400524,EPIC 206028176.01,,330.300307,0.0,22h01m12.07s,-14.014557,0.0,-14d00m52.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,6377.0,65.0,-65.0,0.0,4.22,0.07,-0.07,0.0,,,,,,1.38,0.13,-0.13,0.0,,,,,12.244000000000002,,0.0,12.769,0.03,0.0,12.280999999999999,0.02,0.0,,,,12.469000000000001,0.06,0.0,12.17,0.01,0.0,12.08,0.02,0.0,,,,11.318,0.024,0.0,11.120999999999999,0.022000000000000002,0.0,11.075,0.021,0.0,11.017999999999999,0.023,0.0,11.065999999999999,0.022000000000000002,0.0,10.931,0.12,0.0,8.458,,-1.0,0.488,0.036000000000000004,0.0,0.19699999999999998,0.033,0.0,0.046,0.03,0.0,0.243,0.032,0.0,0.64,0.0,9.3826,0.0018,-0.0018,0,2456988.1246,0.0066,-0.0066,0,,,,,0.1963,0.21,-0.21,0.0,,,,,,,,,,,,,1.58,0.11,-0.11,0.0,0.213,0.025,-0.025,0.0,2.39,0.28,-0.28,0.0,,,,,1
415,EPIC 206036749,2MASS J22095429-1346396,EPIC 206036749.01,,332.476246,0.0,22h09m54.30s,-13.7777,0.0,-13d46m39.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,6292.0,250.0,-250.0,0.0,4.27,0.18,-0.18,0.0,,,,,,1.32,0.36,-0.36,0.0,,,,,13.008,,0.0,13.984000000000002,0.03,0.0,13.209000000000001,0.02,0.0,,,,13.550999999999998,0.01,0.0,12.981,0.01,0.0,12.776,0.02,0.0,,,,11.738,0.026000000000000002,0.0,11.38,0.025,0.0,11.323,0.027000000000000003,0.0,11.227,0.023,0.0,11.265,0.021,0.0,11.304,0.205,0.0,8.867,,-1.0,0.775,0.036000000000000004,0.0,0.358,0.036000000000000004,0.0,0.057,0.037000000000000005,0.0,0.415,0.037000000000000005,0.0,0.09699999999999999,0.0,1.131316,3e-05,-3e-05,0,2456982.119,0.092,-0.092,0,,,,,0.03608,0.039,-0.039,0.0,,,,,,,,,,,,,3.13,0.18,-0.18,0.0,0.41,0.12,-0.12,0.0,4.6,1.3,-1.3,0.0,,,,,1
416,EPIC 206038483,2MASS J22342548-1343541,EPIC 206038483.01,K2-60 b,338.606184,0.0,22h34m25.48s,-13.731701999999999,0.0,-13d43m54.1s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5749.0,98.0,-98.0,0.0,4.14,0.07,-0.07,0.0,,,,,,1.47,0.15,-0.15,0.0,,,,,12.59,,0.0,13.562000000000001,0.01,0.0,12.789000000000001,0.02,0.0,,,,13.117,0.03,0.0,12.567,0.040999999999999995,0.0,12.364,0.05,0.0,,,,11.41,0.021,0.0,11.085,0.025,0.0,10.993,0.021,0.0,10.982999999999999,0.023,0.0,11.019,0.021,0.0,10.919,0.122,0.0,8.972000000000001,,-1.0,0.773,0.022000000000000002,0.0,0.325,0.033,0.0,0.092,0.033,0.0,0.41700000000000004,0.03,0.0,0.0003,0.0,3.002627,1.8e-05,-1.8e-05,0,2456982.05993,0.00021,-0.00021,0,,,,,0.13017,0.011,-0.011,0.0,,,,,,,,,,,,,6.191,0.035,-0.035,0.0,0.88,0.09,-0.09,0.0,9.9,1.0,-1.0,0.0,,,,,1
417,EPIC 206044803,2MASS J22384194-1333360,EPIC 206044803.01,K2-61 b,339.67474300000003,0.0,22h38m41.94s,-13.560023999999999,0.0,-13d33m36.1s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,6293.0,338.0,-338.0,0.0,4.25,0.2,-0.2,0.0,,,,,,1.36,0.41,-0.41,0.0,,,,,12.975,,0.0,13.689,0.05,0.0,12.991,0.02,0.0,,,,13.292,0.04,0.0,12.824000000000002,0.01,0.0,12.839,0.46,0.0,,,,11.758,0.022000000000000002,0.0,11.423,0.021,0.0,11.385,0.024,0.0,11.328,0.023,0.0,11.378,0.021,0.0,11.173,0.168,0.0,8.607999999999999,,-1.0,0.698,0.054000000000000006,0.0,0.335,0.03,0.0,0.038,0.032,0.0,0.373,0.033,0.0,2.3e-05,0.0,2.57302,0.0002,-0.0002,0,2456983.2196,0.0027,-0.0027,0,,,,,0.0971,0.15,-0.15,0.0,,,,,,,,,,,,,1.66,0.11,-0.11,0.0,0.221,0.07,-0.07,0.0,2.48,0.79,-0.79,0.0,,,,,1
418,EPIC 206061524,2MASS J22201376-1306526,EPIC 206061524.01,,335.057358,0.0,22h20m13.77s,-13.114626999999999,0.0,-13d06m52.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,4056.0,89.0,-89.0,0.0,4.88,0.06,-0.06,0.0,,,,,,0.39,0.06,-0.06,0.0,,,,,14.443,,0.0,16.329,0.12,0.0,14.892999999999999,0.044000000000000004,0.0,,,,15.647,0.046,0.0,14.427999999999999,0.049,0.0,13.927,0.071,0.0,,,,12.413,0.027000000000000003,0.0,11.796,0.026000000000000002,0.0,11.579,0.021,0.0,11.499,0.023,0.0,11.542,0.022000000000000002,0.0,11.787,0.303,0.0,8.488,,-1.0,1.436,0.128,0.0,0.617,0.037000000000000005,0.0,0.217,0.033,0.0,0.8340000000000001,0.034,0.0,4.5999999999999995e-08,0.0,5.87975,8e-05,-8e-05,0,2456986.32385,0.0005099999999999999,-0.0005099999999999999,0,,,,,0.10157999999999999,0.033,-0.033,0.0,,,,,,,,,,,,,8.73,0.17,-0.17,0.0,0.335,0.05,-0.05,0.0,3.76,0.56,-0.56,0.0,,,,,1
419,EPIC 206096602,2MASS J22172739-1211150,EPIC 206096602.01,K2-62 b,334.36418,0.0,22h17m27.40s,-12.187498,0.0,-12d11m15.0s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,4880.0,216.0,-216.0,0.0,4.6,0.04,-0.04,0.0,,,,,,0.73,0.05,-0.05,0.0,,,,,12.045,,0.0,13.505,0.02,0.0,12.397,0.04,0.0,,,,12.965,0.03,0.0,11.978,0.05,0.0,11.651,0.05,0.0,,,,10.374,0.023,0.0,9.811,0.025,0.0,9.687999999999999,0.023,0.0,9.652000000000001,0.022000000000000002,0.0,9.716000000000001,0.021,0.0,9.557,0.045,0.0,8.394,,-1.0,1.1079999999999999,0.045,0.0,0.563,0.034,0.0,0.12300000000000001,0.034,0.0,0.6859999999999999,0.033,0.0,1.4999999999999999e-05,0.0,6.67202,0.00028,-0.00028,0,2456982.6843,0.0016,-0.0016,0,,,,,0.0587,0.14,-0.14,0.0,,,,,,,,,,,,,2.71,0.17,-0.17,0.0,0.191,0.019,-0.019,0.0,2.14,0.21,-0.21,0.0,,,,,1
420,EPIC 206096602,2MASS J22172739-1211150,EPIC 206096602.02,K2-62 c,334.36418,0.0,22h17m27.40s,-12.187498,0.0,-12d11m15.0s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,4880.0,216.0,-216.0,0.0,4.6,0.04,-0.04,0.0,,,,,,0.73,0.05,-0.05,0.0,,,,,12.045,,0.0,13.505,0.02,0.0,12.397,0.04,0.0,,,,12.965,0.03,0.0,11.978,0.05,0.0,11.651,0.05,0.0,,,,10.374,0.023,0.0,9.811,0.025,0.0,9.687999999999999,0.023,0.0,9.652000000000001,0.022000000000000002,0.0,9.716000000000001,0.021,0.0,9.557,0.045,0.0,8.394,,-1.0,1.1079999999999999,0.045,0.0,0.563,0.034,0.0,0.12300000000000001,0.034,0.0,0.6859999999999999,0.033,0.0,0.00035,0.0,16.1966,0.0012,-0.0012,0,2456991.5442,0.0024,-0.0024,0,,,,,0.0537,0.12,-0.12,0.0,,,,,,,,,,,,,2.69,0.19,-0.19,0.0,0.191,0.02,-0.02,0.0,2.14,0.22,-0.22,0.0,,,,,1
421,EPIC 206101302,2MASS J22134239-1203587,EPIC 206101302.01,,333.426666,0.0,22h13m42.40s,-12.066374,0.0,-12d03m58.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,6771.0,303.0,-303.0,0.0,4.15,0.19,-0.19,0.0,,,,,,1.63,0.48,-0.48,0.0,,,,,12.703,,0.0,13.469000000000001,0.01,0.0,12.876,0.02,0.0,,,,13.115,0.01,0.0,12.682,0.01,0.0,12.526,0.01,0.0,,,,11.606,0.021,0.0,11.32,0.021,0.0,11.274000000000001,0.022000000000000002,0.0,11.265999999999998,0.023,0.0,11.302,0.021,0.0,10.915999999999999,0.138,0.0,8.647,,-1.0,0.593,0.022000000000000002,0.0,0.28600000000000003,0.03,0.0,0.046,0.03,0.0,0.332,0.03,0.0,0.069,0.0,25.4556,0.0047,-0.0047,0,2456983.6454,0.006,-0.006,0,,,,,0.1767,0.28,-0.28,0.0,,,,,,,,,,,,,2.19,0.19,-0.19,0.0,0.35,0.11,-0.11,0.0,3.9,1.2,-1.2,0.0,,,,,1
422,EPIC 206101302,2MASS J22134239-1203587,EPIC 206101302.02,K2-63 b,333.426666,0.0,22h13m42.40s,-12.066374,0.0,-12d03m58.9s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,6771.0,303.0,-303.0,0.0,4.15,0.19,-0.19,0.0,,,,,,1.63,0.48,-0.48,0.0,,,,,12.703,,0.0,13.469000000000001,0.01,0.0,12.876,0.02,0.0,,,,13.115,0.01,0.0,12.682,0.01,0.0,12.526,0.01,0.0,,,,11.606,0.021,0.0,11.32,0.021,0.0,11.274000000000001,0.022000000000000002,0.0,11.265999999999998,0.023,0.0,11.302,0.021,0.0,10.915999999999999,0.138,0.0,8.647,,-1.0,0.593,0.022000000000000002,0.0,0.28600000000000003,0.03,0.0,0.046,0.03,0.0,0.332,0.03,0.0,0.0026,0.0,20.257,0.0072,-0.0072,0,2456989.5929,0.0099,-0.0099,0,,,,,0.2288,0.42,-0.42,0.0,,,,,,,,,,,,,1.8,0.14,-0.14,0.0,0.287,0.08800000000000001,-0.08800000000000001,0.0,3.22,0.99,-0.99,0.0,,,,,1
423,EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.03,WASP-47 e,,,,,,,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5950.0,125.0,-125.0,0.0,4.32,0.16,-0.16,0.0,,,,,,1.1,0.23,-0.23,0.0,,,,,11.762,,0.0,12.720999999999998,0.040999999999999995,0.0,11.9,,0.0,,,,12.216,0.04,0.0,11.767000000000001,0.07,0.0,11.567,0.04,0.0,,,,10.613,0.022000000000000002,0.0,10.31,0.021,0.0,10.192,0.026000000000000002,0.0,10.165,0.023,0.0,10.236,0.019,0.0,10.172,0.081,0.0,8.745,,-1.0,0.735,0.042,0.0,0.303,0.03,0.0,0.11800000000000001,0.033,0.0,0.42100000000000004,0.034,0.0,7.400000000000001e-06,0.0,0.789518,6e-05,-6e-05,0,2456981.345,0.025,-0.025,0,,,,,0.0779,0.14,-0.14,0.0,,,,,,,,,,,,,1.344,0.088,-0.088,0.0,0.146,0.032,-0.032,0.0,1.64,0.36,-0.36,0.0,,,,,1
424,EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.01,WASP-47 b,,,,,,,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5950.0,125.0,-125.0,0.0,4.32,0.16,-0.16,0.0,,,,,,1.1,0.23,-0.23,0.0,,,,,11.762,,0.0,12.720999999999998,0.040999999999999995,0.0,11.9,,0.0,,,,12.216,0.04,0.0,11.767000000000001,0.07,0.0,11.567,0.04,0.0,,,,10.613,0.022000000000000002,0.0,10.31,0.021,0.0,10.192,0.026000000000000002,0.0,10.165,0.023,0.0,10.236,0.019,0.0,10.172,0.081,0.0,8.745,,-1.0,0.735,0.042,0.0,0.303,0.03,0.0,0.11800000000000001,0.033,0.0,0.42100000000000004,0.034,0.0,1.1999999999999999e-11,0.0,4.159221,1.5e-05,-1.5e-05,0,2456982.97697,0.00011,-0.00011,0,,,,,0.148017,0.0084,-0.0084,0.0,,,,,,,,,,,,,10.214,0.03,-0.03,0.0,1.1,0.22,-0.22,0.0,12.3,2.5,-2.5,0.0,,,,,1
425,EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.02,WASP-47 d,,,,,,,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5950.0,125.0,-125.0,0.0,4.32,0.16,-0.16,0.0,,,,,,1.1,0.23,-0.23,0.0,,,,,11.762,,0.0,12.720999999999998,0.040999999999999995,0.0,11.9,,0.0,,,,12.216,0.04,0.0,11.767000000000001,0.07,0.0,11.567,0.04,0.0,,,,10.613,0.022000000000000002,0.0,10.31,0.021,0.0,10.192,0.026000000000000002,0.0,10.165,0.023,0.0,10.236,0.019,0.0,10.172,0.081,0.0,8.745,,-1.0,0.735,0.042,0.0,0.303,0.03,0.0,0.11800000000000001,0.033,0.0,0.42100000000000004,0.034,0.0,2.3e-10,0.0,9.03164,0.00064,-0.00064,0,2456988.3075,0.0024,-0.0024,0,,,,,0.1775,0.11,-0.11,0.0,,,,,,,,,,,,,2.6,0.15,-0.15,0.0,0.284,0.061,-0.061,0.0,3.18,0.68,-0.68,0.0,,,,,1
426,EPIC 206114294,2MASS J22092263-1144033,EPIC 206114294.01,,332.344222,0.0,22h09m22.61s,-11.734278,0.0,-11d44m03.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,3850.0,91.0,-91.0,0.0,4.88,0.05,-0.05,0.0,,,,,,0.4,0.05,-0.05,0.0,,,,,15.737,,0.0,18.166,0.48,0.0,16.533,0.15,0.0,,,,17.288,0.077,0.0,15.815999999999999,0.14,0.0,15.072000000000001,0.03,0.0,,,,13.431,0.023,0.0,12.790999999999999,0.021,0.0,12.604000000000001,0.026000000000000002,0.0,12.495999999999999,0.023,0.0,12.522,0.026000000000000002,0.0,12.26,0.532,0.0,8.184,,-1.0,1.633,0.503,0.0,0.64,0.031,0.0,0.187,0.033,0.0,0.8270000000000001,0.035,0.0,0.027999999999999997,0.0,3.291897,7.6e-05,-7.6e-05,0,2456983.34205,0.0009,-0.0009,0,,,,,0.042960000000000005,0.067,-0.067,0.0,,,,,,,,,,,,,7.77,0.45,-0.45,0.0,0.302,0.040999999999999995,-0.040999999999999995,0.0,3.39,0.46,-0.46,0.0,,,,,1
427,EPIC 206125618,2MASS J22093926-1125434,EPIC 206125618.01,K2-64 b,332.413612,0.0,22h09m39.27s,-11.428742,0.0,-11d25m43.5s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5312.0,82.0,-82.0,0.0,4.58,0.05,-0.05,0.0,,,,,,0.73,0.08,-0.08,0.0,,,,,13.894,,0.0,14.890999999999998,0.01,0.0,14.085999999999999,0.01,0.0,,,,14.47,0.04,0.0,13.847000000000001,0.01,0.0,13.647,0.01,0.0,,,,12.665,0.026000000000000002,0.0,12.258,0.023,0.0,12.200999999999999,0.025,0.0,12.148,0.023,0.0,12.229000000000001,0.024,0.0,12.258,0.514,0.0,8.63,,-1.0,0.805,0.013999999999999999,0.0,0.40700000000000003,0.035,0.0,0.057,0.034,0.0,0.46399999999999997,0.036000000000000004,0.0,5.7999999999999994e-05,0.0,6.53044,0.00067,-0.00067,0,2456986.1918,0.0033,-0.0033,0,,,,,0.1275,0.12,-0.12,0.0,,,,,,,,,,,,,2.59,0.17,-0.17,0.0,0.185,0.023,-0.023,0.0,2.07,0.26,-0.26,0.0,,,,,1
428,EPIC 206135267,2MASS J22131070-1110383 A,EPIC 206135267.01,,,,,,,,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5165.0,163.0,-163.0,0.0,3.68,0.19,-0.19,0.0,,,,,,2.5,0.66,-0.66,0.0,,,,,9.225,,0.0,11.05,0.078,0.0,9.991,0.042,0.0,,,,10.106,0.11,0.0,9.529,0.04,0.0,8.847000000000001,0.01,0.0,,,,7.82,0.025,0.0,7.375,0.031,0.0,7.267,0.028999999999999998,0.0,,,,,,,,,,,,,1.0590000000000002,0.08900000000000001,0.0,0.445,0.04,0.0,0.10800000000000001,0.042,0.0,0.5529999999999999,0.038,0.0,0.0054,0.0,2.573088,6.8e-05,-6.8e-05,0,2456982.62402,0.00095,-0.00095,0,,,,,0.09225,0.066,-0.066,0.0,,,,,,,,,,,,,12.35,0.48,-0.48,0.0,3.03,0.8,-0.8,0.0,34.0,9.0,-9.0,0.0,,,,,1
